web_scraper_order,web_scraper_start_url,pagination-selector,data-page-selector,data_0,name_0,price_0,price_1,name_2,name_3,VIN_0,Mileage_0,Engine_0,Transmission_0,Drivetrain_0,Color_0,Body_Type_0,image_0
"1770618910-98","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=8","https://americamotors.by/transport/nissan/rogue/857","Под заказ","2020 Nissan Rogue S","25 320р.","8 300$ / 7 470€","Nissan","Rogue","VIN: ******","36270 миль.","2.5 л","Автомат","Передний","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/bfd0c360-f836-4dfe-9497-3d95f8dddba3/amby-1f40c0200775e04254e3160b6a48b08eDSwi5EM6CY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/206ebe3c-dabe-44ac-93b7-026f67f3b13b/amby-e3273191215fc89594980a4b9fe1f650HFNlt5s6eB.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a780b152-3fbd-4e6e-b6ed-6314b19ff289/amby-5ef09d5805c3f5fce96576821037508eWzlhHc3ubj.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9127a445-5825-49fa-95cc-78d2eb7f5d18/amby-653dd98c506f86df0f01cbf93b7068e4xAfBG0rI1b.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8871fff6-6dda-4a4b-a91f-04d748f313ca/amby-5ad5fb75fb58c233a9bc224b8ee4eb36ZY4Musx0fI.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0533cc9b-0c39-48e0-8bc6-fd2b3ffa2c97/amby-bbce8b6f75f20f1aa5c1cad3ae1a4acbBsgoXJQRjC.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cda5b0f8-fb25-412e-8456-54f4ac363c77/amby-382b18126b48376a7083aa5183b51e61H0keUvfOy2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3612daaf-59f8-4de6-b5c3-49ea60a4d92b/amby-d7d4e45f8740e055e376f72e2cd1d4baOKTBmFfGPr.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2160a05e-7c3a-4b93-8d7c-efdae85e3ee3/amby-717615b03e2b5201fa97f9ad92d77f07yutKBHQY0U.jpg"
"1770618919-99","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/toyota/rav4/858","Под заказ","2020 Toyota RAV4 LE","44 230р.","14 500$ / 13 050€","Toyota","RAV4","VIN: ******","55282 миль.","2.5 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f04c9416-50cb-4ed6-b3aa-81c14d222532/amby-7467adfbdd6537a5f7591e28cf0d0c548Eg2ZhDi3A.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/69b67c3b-43e0-49a9-875b-14eb40b7c6ea/amby-4e6355ea77252f730137d9f28f10036dGMSK1UvtsQ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/71d5761c-6668-4670-af23-9aec9d40fa0d/amby-a5691f6b4702e007916a7f0f5e5b14c3p6j9PV2ytb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2e81c025-12e1-46b8-b856-f0c1c73ee454/amby-7467adfbdd6537a5f7591e28cf0d0c544RUXBut2kL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3255a181-8f29-4966-84f1-6c309831a240/amby-cd572ab9b31a39b82127f682417dc0aftE5c2N01A4.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/42898a8c-e4e8-4821-b757-81b1923d66f3/amby-b12aafa149604c8cdac8577e3cc335564zavSDOU7X.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3cffe476-917f-41fa-8d4e-332144ee682f/amby-e919fa0375199a9398568037fbb3ce4e5m4Qv6dPOF.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c181dc7c-e2f9-43aa-a328-f7f86c5fdcaf/amby-96c0bb2c0ee18e1c36c910c61185ee720eyZUAFbSa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b68da78a-3194-4cb1-8000-9988943cc51a/amby-a959660a94f32220ff0b80a3c461ae9dyK91kefNs6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/eb54f8d4-d336-4a4c-94a5-cfa2fe0e12b6/amby-1ceb99682b690fa686e3bcf5b8fd36f6TJKGpkIrez.jpg"
"1770618928-100","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/hyundai/kona/859","Под заказ","2020 Hyundai Kona SEL PLUS","19 520р.","6 400$ / 5 760€","Hyundai","Kona","VIN: ******","29466 миль.","2 л","Автомат","Передний","Белый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7275adc2-b952-4048-aeca-f2f59cdfd993/amby-ce534d830af61afe6e578a992b46a5e4k9vEglqiKO.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/fca8b336-fb95-45ba-af4e-9e2b89904bc2/amby-d69d703170ad3a3c94819b7ab272a49eS4dM2PBGFm.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/060d0b32-3555-4a6c-81df-5a2a43e50b9a/amby-c9e895db1b79ad89be8f57cbb745b70fpojwYzqcmZ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7b0d88f2-0d8d-4de5-a6a3-65b235395b39/amby-be435d5a2d16e92bf3c32a140a0d5a7fVmHPrJubpj.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9e821bab-4368-4a5b-aeff-e5f2ac2acbc5/amby-a139f97463f81a3e80a5dca4b99f0ce34jzsCD69uJ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/dfe748d4-f18c-4239-8c25-573ef3bf8b65/amby-a00cb5b8dce6502a5d2a5e217d556b81iLQsKVeqEh.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/384f185c-46e7-41b4-b9dd-4aa1ba9d9c64/amby-ce534d830af61afe6e578a992b46a5e4eXEjbJmw2W.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/166885a9-7c4c-4df4-89bb-38ab0481d55f/amby-ab0692e18b1aace5bff7631dcb68d50a0jRLstZKyO.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/96615ab8-2300-4ba7-a1fe-1743e021c175/amby-833f31f8d4d31b9c20ca9687ed974213rl23g0xB6s.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/dd750c3f-bfcb-48dd-8355-1062c0870061/amby-32364c8111a04982e8c3ac2c158170564WdIzkJCsV.jpg"
"1770618937-101","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/ford/fusion/860","Под заказ","2020 Ford Fusion SE","23 490р.","7 700$ / 6 930€","Ford","Fusion","VIN: ******","20120 миль.","1.5 л","Автомат","Передний","Черный","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/695d721e-d770-4152-a322-656f86c06a6a/amby-4efc7bafce6e80edf9c6b40ef3781f95y2BoSHMkN5.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5b2e870a-36fb-4518-968c-3cd3594a6d68/amby-4b028f2d19cb39eae9c78d67e1a5b6b4WDI16FrMCs.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8eb261fb-159e-4952-8181-94800d0b04e2/amby-4efc7bafce6e80edf9c6b40ef3781f95b2SGBEUJY4.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/35107ea1-013d-4642-9572-0cbacd82fcfe/amby-c58092ae0aada8db5e3365bc273a9267Ig6GAE9vKL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3b398a52-9aa8-4bb0-8404-23511c45400e/amby-f48d768765997213b742c16a22c37ccfx7qj2uaRT5.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4d4cdc69-e1ac-4ceb-83cb-889d5d244315/amby-1981329de75522f80a3a3a59ccc0cd16kjCxp3NgKr.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5cfeed66-ec7a-4505-8483-e13460cce24d/amby-b5d8a7bd1567c6cab672edd2f3c4127bLjqDCZXmdI.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/379b903c-ab43-4c43-8553-5a03708d7717/amby-2dbb92e7ba73bc490b7031e908d4cc2248BajmnKHg.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/81156ce4-9b3d-4635-97c1-65e230fc66c7/amby-085b64d5c2848dee13776a75d50ad597xDs6zc2FyK.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6a637562-0609-481f-90fb-d9131f0e0864/amby-8196a8ccf23441423842483cb3fd0579M9PfYktzUw.jpg"
"1770618946-102","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/mitsubishi/outlander/861","Под заказ","2020 Mitsubishi Outlander SPORT ES","21 660р.","7 100$ / 6 390€","Mitsubishi","Outlander","VIN: JA4AR3AU7LU******","3504 миль.","2 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ee642fcf-9800-4fa2-a2e1-cd9e09ac4f7f/amby-f3489520ef9143e8e911199ad6950c67VyTzgNxWeI.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/18141405-a8e9-4ec2-9bc1-ca14dcdd90e6/amby-266aa638bf3b7061dffaf6ffa8b12446WMP1Gxek8l.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e378d73b-fd58-448e-a6e0-ca473d9d5214/amby-c1e2272deee6cb758aae77c6fff3a62d2MCPp1gTvA.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8b3f7605-3f43-459c-9b40-2ae740debdc3/amby-193fb8514f04fdd736a0cc8b277335a8g3oLdWSOJi.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ec01ef6c-efda-424c-beaf-5b5696f290f8/amby-561f849e72ffaed9183cc815feb48c46c6H0Y39Bze.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/379809c8-c240-476f-ad65-3788a7ebc26b/amby-68e14aad82a2af531c2e3358c4ffd548TKYPz5MDvo.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c1a1f0a6-a223-4dd6-88d9-e9741c571a66/amby-a178fe742ba2786e50d962846d88b9f1K8UoarJuZS.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/754d285d-9c6d-43e4-816f-d1bdb838a69e/amby-7f516ccf1057d252f20851e59e83ebbbJs9Z8Lb37h.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/dd3a256b-cf66-437e-8d90-ebf219f45225/amby-f79cf258d27ce7bf69d8c8347cb31ad8EB9tgrA4cM.jfif
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e450f7e0-bc2b-4ad8-a1b7-2ac9d6dc009c/amby-f3489520ef9143e8e911199ad6950c67wWboKJz4mf.jfif"
"1770618956-103","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/bmw/530e/862","Под заказ","2019 BMW 530e","45 750р.","15 000$ / 13 500€","BMW","530e","VIN: ******","25000 миль.","2 л","Автомат","Задний","Черный","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0ab12342-5092-4078-bf8a-3a71a018d7eb/amby-693eb654f41dd913192a851c0044ab0bPMoiDdun2Z.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a9f7fc1a-1017-4053-9ca8-0bd206183450/amby-13ee41e0e40732287d66a58b08872f14nLA2OrDcTa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d7af51f4-42d5-4737-adb8-600bc4f55b92/amby-a49e53554297ab5a508bfc3734614a26GnKNzxjaFp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d787b7d7-1ca0-4024-ae7d-1680fe17c0e7/amby-1ebf4819255876e05eea5918254b46b7YXLj2JzI4d.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0a4b8194-e89d-41b9-bfa8-a7114abf232a/amby-7701a28669b0be8393b08e28aa05e6bfbvcGQOZ8CD.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a95d20fb-ff6e-4ac9-bed8-15a798a71f39/amby-0a664c5e077d9a089ac4efa81d4fe65e04VfAJnXZt.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/db4b26be-d963-4467-8e0c-6c9784a4a5d9/amby-b881caa8f7a5f7f6115ffe87520290ca7bGcMHPsSe.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b8006df9-e9b7-4018-8971-5af3c6c416cb/amby-9978f2c6766b89a519c83ebefe72e942slv0QjyVie.jpg"
"1770618965-104","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/hyundai/palisade/863","Под заказ","2020 Hyundai PALISADE SE","41 180р.","13 500$ / 12 150€","Hyundai","PALISADE","VIN: ******","27379 миль.","3.8 л","Автомат","Передний","Белый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d457ebff-ea0b-497e-bc0b-ef1a2cac271d/amby-5b9b22e5e2915f72e662555df2db542aFnTwrZfxkH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/688875ed-47c8-487b-842b-0aa992baf0ee/amby-8382228fd50ea3c0df7b50b6b3b61527gau3kH0BU7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/431f26ca-54a1-417a-a1f3-dbe02fb7320a/amby-a1836469c1917be9df42661b29baf77ahvn1bmR5WT.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/271b68b2-7f7e-441e-9ff3-af8d3846ff0d/amby-5b9b22e5e2915f72e662555df2db542aSrzN01F5gD.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7f58db2f-945e-4390-b6db-913fc00dafe3/amby-c0ad445e95496724c9db1c7927c10565cZBpGFTgfw.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2f2dadff-a1c7-4b42-9136-41c9d8373de8/amby-9c017a0e223a826b5ef00409a1e916317lKxjJF9wY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/96b21fa0-9642-49da-8a46-b0748ffca8ed/amby-6e7362f81a9ff3ce8b40e3a8c5d5d23dmML7ewy6kK.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4aec4dd5-142e-49b1-8575-11f8f34d42ca/amby-a9d66f8caa07e81a500953fe7a895a251yYcbms9oZ.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0544ffca-11dd-4f6b-9e28-771f7fd27d49/amby-b336a4d2f85160a503b8debe672ab594APx3tzSprb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/751510ff-81ba-47ac-9d67-28f7efaed66f/amby-412160830ab947c2ff387889bf0ca53d4wgGazH5lv.jpg"
"1770618975-105","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/lincoln/mkz/864","Под заказ","2020 Lincoln MKZ RESERVE","39 650р.","13 000$ / 11 700€","Lincoln","MKZ","VIN: ******","18635 миль.","2 л","Автомат","Передний","Белый","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/588bb11d-66ba-41e3-8671-4e416bd541d2/amby-c4c69e0202e8850f0364d095b7a5c918zrax2ydAES.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0f5c50db-5059-4140-a4af-1b83c8cb211d/amby-a4dea281e8ce983b21bb6394fe5cf72b0LCWuOUBmg.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/62e169fc-d9d2-489b-aa58-fd8da773a63d/amby-2c82bd5d67d25ce5362af3540ef7b416o9RnJw73es.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7a489288-3f9c-497f-944d-f3599794478a/amby-8cecc0d621c1d50b2361a573f7d7f2deAYtzQFRDKS.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/aa659144-2a19-40d5-989f-7f4448f7c0c6/amby-c4c69e0202e8850f0364d095b7a5c9180wyOb71ts2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5dc34902-451f-487e-b84a-d89bdafb1afe/amby-ed0767b13135d66e227726fc6e304084fhl6dLEr5w.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4e2c1d82-1b0a-4de0-8ec6-da9afa6a1af3/amby-9ceebf6a10dcc8f11d0b124ed31253a0TNSWIKDyVP.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e9baaaec-d805-4c39-9679-ca14fe4658c2/amby-dbf5127d965a4cceac4146d327610594bByi1AOJ06.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c601e3f0-723b-47c1-ae89-eec8d839dcab/amby-6b87ba94ae816b89014eea8e3ca3862bU8LDBesVyA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c6b8633d-73ad-4f71-8f15-7152fb837131/amby-fb4fec9d038a472ee0036be3f069f28fc5XTABPe9W.jpg"
"1770618985-106","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/honda/accord/865","Под заказ","2019 Honda Accord SPORT","35 080р.","11 500$ / 10 350€","Honda","Accord","VIN: ******","12321 миль.","1.5 л","Автомат","Передний","Синий","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ba662e67-7c08-4201-8b20-5f6bf05b084c/amby-73a0299a8e74b144ef0df341435121848dKZSgGebo.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4259ad00-99f7-49c7-b6fc-34a345b58953/amby-2ddb582a11acd6f750cc3f46aaa54520AusDjtZ9NY.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b5efbcd5-d06d-49bb-bf8e-7e9cefaf0a52/amby-f7f163af78812e58c4d3c47b4e396ae6H7IwC6MAeo.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ba08acb1-9edf-4420-957c-62d39209da97/amby-79ab3158771eaabb0bfae0e1a918cf37Flfo8W7arH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a94f8d84-34ac-431a-b0d4-80aab849682b/amby-1c988768c15ebddc96e1d661e1fb4bdcxeskaUBcmG.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e2e34c12-2457-4409-aad3-1c9b19ea5585/amby-931a8c6ccabef29a68a5ec9970e93d4c9uT15Opbd3.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/940cb056-a8c3-4d52-9547-8098d55b9923/amby-f8c4c15a87fb2ecbb0acc5dfd727d9e929fyj65ckb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e17f398a-cb91-4732-9140-722fffb84480/amby-298e7b019ebba614f2dbcba4289b4340QTGMHOxL0w.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/839cf333-303f-43d5-bca4-954bb62fd34d/amby-1c61828d1e19958e1fe07d0f6bc4155cveAGKiyZpH.jpg"
"1770618996-107","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/toyota/corolla/866","Под заказ","2020 Toyota Corolla SE","22 880р.","7 500$ / 6 750€","Toyota","Corolla","VIN: ******","12477 миль.","2 л","Автомат","Передний","Черный","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d80f8a4c-38f0-4015-8a10-b0ec9d622593/amby-ff82f897cda61275852aa79a877a1cbeNJnPOcwmxp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3188bf34-934a-4012-9e1b-1c0c088bad4c/amby-b5f7ecad8b11582b420f6aeb97a4c116IQKzelBN6p.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/52ed2b83-53b5-4c37-8b3a-4ea0854b8894/amby-0f4b01d25eee5d5feb965979c5e18ad6ofTHxD1ds8.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2f178100-589b-46a0-9a85-299579c91ca0/amby-8feda36bc2171d9b0eb4b9d42eab387ak3A5DCl2JF.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/50b069b7-796b-4e1e-b3a0-a2709bf95719/amby-29bc80d40af34ccb6b6b704ec197ac12UOkJ28SAX1.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7482654c-e333-4312-93c1-bb8a9af8793b/amby-ff82f897cda61275852aa79a877a1cbegO5NyJDKRp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4cf3482a-1fb4-41af-ba11-ac8f2cf26812/amby-5b242f4e5b14a1bb04340dfc8fc5a519fKrQ4GSXuV.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b7d9a641-1e25-4177-8e22-22ae63ded5c9/amby-d22da197d1c777fb3a6188f20cca8c98xcW2Od1UYR.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1dbf9b9c-b59e-42f9-bacb-19e1fb8c37c0/amby-ca981aa8aeca01a0a8a793d784383dbbTg35P6vV1e.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4f2ded44-0f7b-4b5f-ac85-4e2369edf68e/amby-5b2cfe10f8d860f7c69da49d7666bab1bdkvD04eMz.jpg"
"1770619005-108","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=7","https://americamotors.by/transport/ford/explorer/867","Под заказ","2020 Ford Explorer ST","39 650р.","13 000$ / 11 700€","Ford","Explorer","VIN: ******","25050 миль.","3 л","Автомат","Полный","Черный","Внедорожник","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3cf91c97-dfad-4b68-bb99-fcdb7bb1e8d8/amby-7e7d3e90410b7e191989387938fbca46m4kHTKqcJX.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b625cfc3-65e5-4793-a6b3-7a7367627426/amby-82de4bccedca53d1ee7fd9232a325493TyqgzUPHWB.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6e082dcb-1c79-4add-b8eb-7a123b15b004/amby-9337d7ef8c229d024bdd0e0478a38fd8FUHOfTW892.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5dbfa4c8-d3f7-430a-8090-a38cbfd66d59/amby-59ab8845caf8d82d147a31095a578bc4yBuCvdnK9F.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4f7c5c2e-1e98-4b83-8bda-ee958f4189fb/amby-b05a0e87d9be0e06452a226133dbc2c3r2ZuxoTAnb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c1623a85-bb68-475c-a085-853d4d89e856/amby-792b00633bf3e596d8ba4938d6960b16c0nNtESsK7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0360ea14-650c-49cf-877e-d15adaf9679a/amby-d4a3352b8ad74b0cc18d0d1b822dc9f2M70YeC2tF8.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b5ea5e24-d9e6-41db-9708-2d3b01915acb/amby-ac372b37601537552ee69983b0b24595IkslOZm5oC.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a735f067-f8a9-481e-b027-7b09342b77d3/amby-5edaec25a884867ff1170a6ba894f30dsrcSoQpZdU.jpg"
"1770619027-109","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=6","https://americamotors.by/transport/audi/q3/868","Под заказ","2020 Audi Q3 PREMIUM","39 650р.","13 000$ / 11 700€","Audi","Q3","VIN: ******","6063 миль.","2 л","Автомат","Полный","Серебристый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7d150d39-6377-40ad-b5b7-eb60349f2a40/amby-3496a659a9501176f7b778ec8aa002450OEaXy7sfp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b5016d79-4528-4679-98d0-bb718cc79ba0/amby-755e2e12a3fa8834c44ff0ef47c2bca28Hi0Y7fnBS.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4a7c8181-aa34-43eb-8e3c-66497519c5ae/amby-678984c53033325622745225c07c6e9aHfb6d8somc.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6914766e-b934-4221-b1fe-d4f0383fb1d9/amby-319e339168c91bfe41bf5cca31c368f5JaEbdPQHVw.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d273a61d-8bac-4acc-b8cb-614af3fc1372/amby-0a376696ae13552770f496701cea37b1r1kCN7bFW2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4f7c4167-b71f-4bb0-a1a1-965479f55847/amby-443edc8d2c8f3a2d197c763277bff4b9eV82TLvwBF.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/86011f6b-0787-48dd-8c16-0200f83193f0/amby-a03a6c04f3d49bdb63987aa75303002dEVcFUpWj4e.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c33f636b-21fc-482f-8b2b-dc57bbd864b8/amby-e8bc02ce0f3ab575619e5acfef9a6e554v8TxGcaPC.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2151daef-598b-4da0-891c-66ffe6b4a30d/amby-8e1d1c0c93956eb7d6fc1793c045020cqFHcSDdJCi.jpg"
