web_scraper_order,web_scraper_start_url,pagination-selector,data-page-selector,data_0,name_0,price_0,price_1,name_2,name_3,VIN_0,Mileage_0,Engine_0,Transmission_0,Drivetrain_0,Color_0,Body_Type_0,image_0
"1770617165-50","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/hyundai/santa_fe/807","Под заказ","2020 Hyundai Santa Fe SEL","41 180р.","13 500$ / 12 150€","Hyundai","Santa Fe","VIN: ******","24199 миль.","2.4 л","Автомат","Передний","Синий","Не указан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/025a81e6-6445-4427-a8be-e04a5732879e/amby-3659af9a4fecb5dea07abdca8c86e2abfkviwRmHl7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/dd0bc026-d964-4691-ae93-e0d471c0cab4/amby-78bcd6f98767f2b1c0fea51c5aeedbf5GP2lKzR9eu.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a369c22d-f665-4091-8da0-c2df14fcbbe4/amby-09ca24fe50bf6827f839efac241de17fFoeNlTbmQY.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7438778e-9f54-4579-912c-329d948c36d6/amby-3e9b44874cb13c46c4fc9f2c5bad4d00qH7oDO39Uv.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0b11c7fa-a71b-4c64-9d62-0027faa3f05f/amby-eac181460804233f474a769c137c8a91pTPb9vJYjI.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ae3b85c7-5240-4009-80fb-36790553f460/amby-40b77ba1295df25e0cabaa23ec232136LHOU7glC1A.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/51261b33-16a3-4272-bcd7-f81b9ae28203/amby-a1abfef0b9bbfdb61ebb3bfea9664f0d1HfrPcsRNn.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3f941a4e-2d98-4e68-af0f-1ba31fb28474/amby-3659af9a4fecb5dea07abdca8c86e2abAJvzTlNgW1.jpg"
"1770617175-51","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/mazda/cx3/808","Под заказ","2019 Mazda CX-3","25 930р.","8 500$ / 7 650€","Mazda","CX-3","VIN: ******","25455 миль.","2 л","Автомат","Передний","Черный","Не указан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e4d94bfe-621d-4700-a4da-83b23f4895bc/amby-5d88808753f4ad50c37996559ace7f64bPz9YqXF7I.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3aecb7ac-d7c3-49e5-93c2-c405a9bd0c92/amby-83b5009e040969ee7b60362ad7426573cM168lK7vm.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3332fcda-7bec-4a08-9fe1-e9dbd2d310e6/amby-0ad6b7d8470ce4b828f514f3646ac6c9lPzSWTqxfH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/45a1b645-6f5e-4dae-8055-1df79d7116df/amby-1c80e223de7e43b7f390d8ef4dc550e09h2ZwXLSUH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f2d9a587-2986-401e-a297-b60a5a12d8d1/amby-97a4cd3129d59a841f4c1de60572ea6e68odv79qGS.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f9a1601b-96f1-4858-a0c0-6240a5bf8ccc/amby-b3c8dcdede4f07688fb86b516a3789e9ExuLPVaHvm.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b6cd2c71-0266-438a-b970-c15f4d787037/amby-d3b25c015a1a12f0d2dc0e564859a22frPmzdto8pw.jpg"
"1770617185-52","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/maserati/levante/809","Под заказ","2017 Maserati LEVANTE S SPORT","76 250р.","25 000$ / 22 500€","Maserati","LEVANTE","VIN: ******","57656 миль.","3 л","Автомат","Полный","Cерый","Не указан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c3444d33-3672-4ea9-8eb8-72d4678364b9/amby-aef2733e6eb26804a0f8d4f5404adad5uxw4aqDJle.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d91f1f90-206e-498c-ba87-ed8ca3fc2a62/amby-15f5c8a9bfded62c3468ab928efab630XG0r7BQyDu.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/cc78341a-0a60-4a0e-90ed-b1c7333e6b83/amby-86bcf6df5be8c19f42ab137d8b3a5aa4vRg26kOIsa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a0d5820b-fc33-44d9-abc7-fe471aea0ee9/amby-161c43f70cbb7fd97cba424c3683fc4d3nyQ5XgPoK.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7704d840-fdab-424a-9fce-b469b626dbb7/amby-186719454c28f7b3b098c05e7ab2bc00nGXHfU4hu6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/643b4d69-4400-4518-8ee5-0071ec56c035/amby-bb23c491a284f5d7a06d2aed088367f8YCWXuKrnQ2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/799fa489-9061-4250-878a-07da76dc9c42/amby-e9708ef3e94acef7e721af6d16a66cadIncSMHQlqw.jpg"
"1770617196-53","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/honda/crv/810","Под заказ","2020 Honda CR-V LX","38 130р.","12 500$ / 11 250€","Honda","CR-V","VIN: ******","49000 миль.","1.5 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/97caaf10-30d4-49c4-877c-e8f3924a1698/amby-c5170f0cff4c9b1ee428dd3a8ed07c9cDVhw4tx7H2.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6f7ea17f-a62c-4c9d-a0f4-0df8bd3e6c8c/amby-9869e1cb11b39a8a3beaa479c86e5df6w9scot7EXz.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4b9c1a01-3a86-4aad-8c47-f43bcf9580b2/amby-47541bbf419acc93f0fd7cf9b41546dbxyIqKWG4Ed.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/eafd8985-fddd-4b95-8ffb-63f7155b6fe9/amby-c5170f0cff4c9b1ee428dd3a8ed07c9cdBcvly6gSX.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d0404bee-bd88-4304-af6e-a6cf602787fb/amby-7c7262a888ccce6798fa8982d7742aa0askE7zjlD0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9dfb1087-cffa-454f-b36a-75c19cfdb0c6/amby-5d572a1bfba07de6e36a3c989fb69bb5nT795u3q0Q.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/525044e9-5d0e-4222-bc05-79539c2523a1/amby-25bcc401729ff478f6b66d09401e68cbdCwTbsuS2h.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d863e226-2e56-4858-8a46-7e9049bb687e/amby-2a5e6bfa4bd35ff7473de13de410738bBcpvXhdWwT.jpg"
"1770617203-54","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/honda/accord/811","Под заказ","2019 Honda Accord SPORT","33 550р.","11 000$ / 9 900€","Honda","Accord","VIN: ******","29800 миль.","1.5 л","Автомат","Передний","Белый","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8c963470-331f-46a7-bc31-35b4f08998c7/amby-8ef3cc7a648d11bee9c90a8eeb4323fce4giPdU0mH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/291427db-286a-4085-a8c5-295a265cd761/amby-83b5009e040969ee7b60362ad7426573SCPArYImjM.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/10285ccc-72a9-497d-ada1-326ffc922a86/amby-d5702eb11a8406998d78886eff5cbd41TmsBXMiO3D.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0b71462a-68f4-4cbe-b2db-da28a41a83cf/amby-012fffec5c4998cd7757bc3488793966l3dFsHGgTU.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2cf8f9d1-ae7f-418a-9404-778c2889a2f9/amby-01195e48e4e19ba9f0ef5ede3ef7d3d7gZzCn8jvy1.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/71b7b860-e33e-4a7a-9439-3550e724f115/amby-93a09bc2a2c6e27a4e8dd2b790f9eaecnLfOW9qEhU.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6a2365c1-17b2-4281-9da2-1db9c72b680d/amby-c680ba83369d74000c2844ebd409590eAfySOYUjv4.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4d8470fc-be81-496a-afc3-68ec4fda7f91/amby-71233ca767a80c28dc46806dccb9378bA1EcNprBst.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9906a486-9784-400c-8e70-cdaac939ab31/amby-58f7690349954e4856b7bf8202fa7226A1DvKNp8Iy.jpg"
"1770617212-55","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/audi/q5/812","Под заказ","2019 Audi Q5 PREMIUM PLUS","42 700р.","14 000$ / 12 600€","Audi","Q5","VIN: ******","28500 миль.","2 л","Автомат","Полный","Cерый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9772ee50-cdfa-4584-a707-da97dd936678/amby-ba55dd0deafe468bc4df13aa073d60e68HIcJPsFgO.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/27e81c53-858c-43b5-820e-f384c0229ee5/amby-83b5009e040969ee7b60362ad7426573yaBbL3VMh1.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/48e087ec-50c8-4e2b-8073-80a1eee32a8b/amby-6fe7e4e5795509d9329c5a30c0f5c52f96OVvndtgA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a8034d71-2e87-468f-a7b3-a7ed1e866a83/amby-0d696a781b3e3307ba4438edbe0d2a5015daEIRKk6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8bfd2abf-4b0e-4e91-ad06-ba2ea4ca07a4/amby-05a565cde75ef57490b43f9170725072YGrXMuECJb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2a8e3b5d-ba34-403a-b3c5-dd83d0e679bc/amby-432a7d13f73e2c57cd14d1e6f33c02b2CZxYAJ0NTd.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1c06a48f-3dff-40a6-8b0c-a1ba702391c2/amby-cf9aee9c6c1ca49c87c09a0e0e97a194n2SWyx6cfb.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4a2b5bc1-0310-43dc-a133-04de8536e1b6/amby-69b1a07ab4591c6254e234b5ba4e83766fmNDOWQ9k.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/632aadb9-4bb0-49c3-bf0f-9eec70162e3f/amby-a1bd121b59c2062d1e743faf8f1e893aydPgOkoJMV.jpg"
"1770617223-56","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/chevrolet/equinox/813","Под заказ","2020 Chevrolet Equinox LT","19 830р.","6 500$ / 5 850€","Chevrolet","Equinox","VIN: ******","25000 миль.","1.5 л","Автомат","Передний","Cерый","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b5cfd70b-4110-4b29-b3a6-51af6a13acd7/amby-83b5009e040969ee7b60362ad7426573Pz1EuDbOwc.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/791d826e-a794-4ece-9f82-b4cb3a8ab083/amby-ea571676ce9b75b0730a5d56350ae93e5GknUYJ61b.jpeg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2b633290-5408-40ac-9e97-a0995aef0778/amby-857afd744eb5cef7a1a98b0456c59fe3Ypy45PKNuL.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f286baad-8c60-43d6-a66a-9875faf43440/amby-64b0a32e6369b61c71ead41158e163e1tRfsIM9aY6.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9017cad4-1eca-457b-b577-f1216276e0f2/amby-032cdfcd5810d396955b5166806ba5c1nZ0J96MAdi.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f3354453-1ef2-4fe5-b630-1b63aa29d74f/amby-b2493c6216449cec3acda5c78889ba81PFGMmsQjfe.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/47016051-c744-4e44-8ab0-6c72186a5482/amby-f7055ad28f6102fbc9173c8649dbdfc77BTDYF6LUM.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/0c32b9d6-9b09-4c19-9cd1-b822b028fbdc/amby-0c4b154ee0708ec14983fb97742520da2C5Qbdqa9w.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1af2b6b0-6756-4627-9657-2d8e566a4dd6/amby-39c116e510ab1ad5166f615547619ec6fADInyba9E.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8a852d14-13c0-40af-946d-3f40eebf7841/amby-9a787586116af6b5ab3b69a7321b54697N9oZO3zma.jpg"
"1770617233-57","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/bmw/x5/814","Под заказ","2019 BMW X5","90 890р.","29 800$ / 26 820€","BMW","X5","VIN: ******","43823 миль.","3 л","Автомат","Полный","Черный","Внедорожник","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d3e204f9-02ab-4ea9-b0b7-b61881a95583/amby-d0e86b83262d6b0337dbb4a7c73c2401SahTH9Uy1B.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7e4285b2-289f-4685-9031-ab1eb3bfd026/amby-c25158793d13202d216c1e5177683323kBJ5Fefms8.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/78a82991-fc56-4f04-a41f-81b0440943c0/amby-b0373493eeda63f619b3bba38a31bd2eBRqdbf6H85.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7e29f2a6-c3c6-4eb6-aa76-338294dee368/amby-567170c4eee6fce1607270c3ded67d47qc2VC0IBsM.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ed534b0a-50f7-4909-aa30-9466f3149611/amby-1b22ca4869496297ba57ff45ff3d71ce0lbePFH5rK.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/fc029d44-aaeb-4726-bab0-2d59c50f77d2/amby-a87ce66b5aff8ac27dafe96238ebd8a47lQscIJSUd.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4e2a37c7-a0cd-4613-9a9e-a2b8392652b1/amby-4f7168c65b43f686fd836a5c43f409d5vaRoLVrIFO.jpg"
"1770617242-58","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/infiniti/qx60/815","Под заказ","2019 Infiniti QX60 LUXE","27 150р.","8 900$ / 8 010€","Infiniti","QX60","VIN: ******","29768 миль.","3 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e3fef501-1c7b-46e2-9db4-77825dd6f772/amby-43bf6b79dcfd9be625d54ebf0699aa10gaGYKxDAbl.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/64108cba-fc6e-4a03-9d6b-ba087ed9b9b6/amby-a1dfb1c318e639c3ebc563ad376d3329cawfrXSsRO.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5f164e1a-cf16-4f9b-a3e3-8ce670b85bbc/amby-2cab0856472fb688d48d6f53d9f39471ZE1FuNYW7G.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7c1f1a6f-b51f-41cd-8b7d-126f75115132/amby-00d8ad1875eeb1bf0c760e87e00b1e31CZz9rDQciA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/5d2de9a1-fdcd-496f-82db-bd304155f57e/amby-25702364a722aa60258e50739bc7744fXzh3FPlnVE.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ca715b50-9a73-4380-8f30-294aa9445223/amby-646b015a21bc69278a9d84af3113f222UCsMuc3Gaq.jpg"
"1770617253-59","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=12","https://americamotors.by/transport/infiniti/qx80/816","Под заказ","2020 Infiniti QX80 LUXE","70 150р.","23 000$ / 20 700€","Infiniti","QX80","VIN: ******","56332 миль.","5.6 л","Автомат","Задний","Красный","Внедорожник","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/3e907c62-54be-440a-aa91-f9ced90a5d36/amby-8eb3526d025e23c4280792a5b1a0d9c15OFaZqLcIW.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/eee337bf-8645-408d-bd45-9ce4ed36f7dd/amby-eb2ff668698297f58072965036e71f50efriul3Hck.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ca27db1b-1c24-48ca-89ab-02f49f9c732f/amby-b16795dd1b5a4d282dc0d58e4ac4db14t1L8CbnRZX.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/94b3a650-68c0-4250-aefb-a900f932dfd0/amby-355d9cfb6af3c122e78d1e5447b242c0j4tUg2LZXa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/42d435be-c6e5-456a-9bad-fa48b9d47bd2/amby-31a66e974031c57b50361a10236537d7ucCQA2twOr.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/c0244e59-3671-4f49-ba71-792b3c37d633/amby-1fd3c261346e6c3b53f479f79f495055btwGe2uNX5.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/a87471f3-fbe5-4bf3-b469-2867d58e0099/amby-2d9f38134f4ef18040d5b9b3404a5860mLUJXT9j1u.jpg"
"1770617262-60","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=11","https://americamotors.by/transport/kia/forte/817","Под заказ","2019 Kia Forte EX","13 420р.","4 400$ / 3 960€","Kia","Forte","VIN: ******","24686 миль.","2 л","Автомат","Передний","Оранжевый","Седан","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d0ad6f25-4301-4737-a885-402889892938/amby-539bc9dbba16b71e2d6acf317f2cebbbdqp8cPFQ6W.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/6c35bad6-496a-4240-88dd-93fc77fffca2/amby-16c9886729585ec89bd81ec3442adfd2BOMoVuzXTA.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/606c832c-9166-4eb5-b7d1-e0176e7e039a/amby-14f98fb4425fafc3d4621d27061080bbKWTrtDs1Rv.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d9c2063f-3fb6-4a5d-9235-094a8b2d2d3f/amby-c8f567936ad54a72a2992be767439623EsnLKQgme7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2d7c560f-f8e6-464f-83a9-6dae1bb74510/amby-41bfc0f1ab8964e226808015e79ecb8f4yVlHYITsa.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/e2ed5e04-a88e-410d-ba6e-41bf8de532f1/amby-75156d383c0502434025c01b03d98494iRZAzYK3Eq.jpg"
"1770617274-61","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=11","https://americamotors.by/transport/lexus/nx300/818","Под заказ","2018 Lexus NX BASE","39 650р.","13 000$ / 11 700€","Lexus","NX","VIN: ******","44765 миль.","2 л","Автомат","Полный","Черный","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/260de965-6f03-4149-99bc-8e9bafcf3c32/amby-7eaf8c6dc36e262e51ed6fe6e18662c02jxLuAb8O0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1c136644-ee88-4625-84f7-fcf30fc9a490/amby-4b11d411f520ce9e920cb802d53c96f9Qk0LYdVh8S.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1a282235-54b6-4103-925a-764b420089aa/amby-d2a6a4836a4177bac4cde85076d8755cBmr5zcsabN.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2ba5a2ad-357f-47ff-903d-c7a9b7acbfeb/amby-8e6af077705c8fcf4d5674fffb01c358mSNXJegykE.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/254681da-8d74-417f-a109-3915cc90e5d9/amby-375b53e4a7208d4abe447665e128c9b14XqVQv5tCp.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f3676cf7-b4f6-4fc6-87b4-5cd71e3314a6/amby-bb4abf9a0c94f58a8b7f550acd80db3aI1bcTyogHl.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7944559f-de83-4006-bece-41171ef8285b/amby-4ed923232d0b863115dd2136bf62ff91aw7e1k5FvV.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/509fe34e-86e6-4e8d-82b2-5ef33fba2e7b/amby-d63284596bb2cb6a3b18237077eb89c1pgmEsHdk60.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/9e5937bb-fccf-4502-ad56-18c1df0798f6/amby-0f56a142fed8343a662684c0fe6e97014aUgq2isyQ.jpg"
"1770617284-62","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=11","https://americamotors.by/transport/jeep/wrangler/819","Под заказ","2019 Jeep Wrangler UNLIMITED SPORT","43 310р.","14 200$ / 12 780€","Jeep","Wrangler","VIN: ******","45091 миль.","2 л","Автомат","Полный","Красный","Внедорожник","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/dd41cd01-e9e0-415a-85fd-b3aea1721a98/amby-d44a5c9357b1246550ef89cf84f21e449quDBrXN02.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/4d6443f4-7b43-4b7f-aefe-98c1a861fc04/amby-4fcb05c22d366c10e34ad3365e046f68ARGWEcoS10.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/8dd647ff-75b2-4c45-96b7-f54e6a50c198/amby-61292d22e8e74183401a7649f8d6ad5162uayK7n0H.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1c88302d-d821-4f3d-8ba5-32dcf6a60476/amby-78375e809af16942653a423ab04d91a2HsAVgIMOoR.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/ba37d02f-6c97-403a-be83-701e58e5387c/amby-28980ba4af52ae2e66d79e71f9dafebb6tclBez2SH.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/1a16507e-d81b-41d0-9c60-9f84f2b1d302/amby-0f17b7e3dbc6ea219d03528d03670ff9UupnOd0ISq.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/97e59faa-ff7e-4805-9b28-abdef592c78f/amby-58973d59103b93b385d6a0aee7818485zQFUbKenwG.jpg"
"1770617294-63","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all","https://americamotors.by/catalog/all/car?type_id=1&status%5B0%5D=all&page=11","https://americamotors.by/transport/hyundai/tucson/820","Под заказ","2019 Hyundai Tucson LIMITED","21 960р.","7 200$ / 6 480€","Hyundai","Tucson","VIN: ******","24854 миль.","2.4 л","Автомат","Полный","Бургундий","Кроссовер","https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/d066e3f2-fac2-4fad-b02c-f4294196da2e/amby-84ea85bb93e2c995f13764502ae88fc6kbrYxVTMEW.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/be9cd888-1c32-467f-88d2-1f529a14960a/amby-7738efd052ff617693f1ae0fa9d6802dhvFTVkDXJ7.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/761e31b3-5b87-4f56-b8ff-2db47de9e651/amby-74e2cf8df353d98d30f1e5eaa4025737JNQd2u3ZL0.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/41a68bcb-36da-4aed-b352-8ecc45e8affb/amby-27e1f7224ad4f3a293a72a6a502c84e3xvQYzkgm6a.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/7a66c2bc-b08d-40e8-b5e9-4ac0d449d6e2/amby-31318ced6d9b0a6d44f10ab78ffc83d7mJ29CsIhwy.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f0440a80-cf85-4380-9842-2cda49cc1131/amby-77e86619ae79b270d88a1ce7e0f6b365k1uGhl6L8c.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/2cb2e4d5-819b-43e8-8d3f-dbb7fe3676f4/amby-209819533347851171e8d48775cfdfee18oQ46T5H3.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/b1e62482-1b16-4b52-bbf9-23f27f15c762/amby-2649d0668c3213abae4c55a50680d6e4RHBF5ieE26.jpg
https://americamotorsby.ams3.digitaloceanspaces.com/americamotors-by/f51b712d-fdb7-40fd-9b9c-940af7465730/amby-fd33a71b17b61ed2f2e61f35e338ac8emHl3RTixJk.jpg"
