web_scraper_order,web_scraper_start_url,pagination-selector,data-page-selector,name_0,price_0,data_0,data_1,data_2,data_3,data_4,Price_0,Make_0,Model_0,Price_in_WON_0,Vehicle_Type_0,Color_0,VIN_0,Location_0,Condition_0,Timeline_Event_-_November_22_-_Production_country_0,Timeline_Event_-_November_22_-_New_car_list_price_0,image_1
"1770615638-1","https://avtokorea.by/search/","","https://avtokorea.by/avto/encar41480674/","The New Bongo Iii King Cab Ev ENCAR41480674																		
																	
																
																
																	

																		
																			
																		
																	
																
																																
																	
																		
																			
																				
																					2021","(≈ 25724.7 BYN)","2021","274000 километров","Дизель","2.9","Механическая","8490$","Kia","Pregio","11700000","Грузовики","Белый","ENCAR41480674","Gwonseon-gu, Suwon-si, Gyeonggi-do, Корея","Заводится и едет","","","https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_001.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_002.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_003.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_004.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_005.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_006.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_007.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_008.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_009.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_010.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_015.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_016.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_017.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_018.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_019.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_020.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_021.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480674_022.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347"
"1770615655-2","https://avtokorea.by/search/","","https://avtokorea.by/avto/encar41480619/","Grandeur Hg Hg220 Diesel Modern ENCAR41480619																		
																	
																
																
																	

																		
																			
																		
																	
																
																																
																	
																		
																			
																				
																					2014","(≈ 9196.05 BYN)","V","3900000","Бензин","2.7","Автоматическая","2014","Hyundai","Grandeur","3035$","237000 километров","Автомобиль","d4hb","2.2","ENCAR41480619","","","https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_001.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_002.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_003.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_004.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_005.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_006.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_007.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_008.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_009.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_010.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_015.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_016.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_017.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480619_018.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347"
"1770615673-3","https://avtokorea.by/search/","","https://avtokorea.by/avto/encar41482314/","The New K3 2Nd Generation 1.6 Prestige ENCAR41482314																		
																	
																
																
																	

																		
																			
																		
																	
																
																																
																	
																		
																			
																				
																					2021","(≈ 36953.88 BYN)","2021","34933 километров","Бензин","1.6","Автоматическая","12196$","Kia","K3","17000000","Автомобиль","Белый","ENCAR41482314","Namdong-gu, Incheon, Корея","29.7.2021","","","https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_001.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_002.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_003.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_004.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_005.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_006.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_007.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_008.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_009.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_010.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_015.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_016.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_017.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_018.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_019.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_020.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_021.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_022.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_023.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41482314_024.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347"
"1770615695-4","https://avtokorea.by/search/","","https://avtokorea.by/avto/kmtma81bbpu077413/","Gv70 2.5T Gasoline 2Wd KMTMA81BBPU077413																		
																	
																
																
																	

																		
																			
																		
																	
																
																																
																	
																		
																			
																				
																					2022","(≈ 70856.55 BYN)","2022","123211 километров","Бензин","2.5","Автоматическая","23385$","Genesis","GV70","33000000","Автомобиль","Белый","2.5","KMTMA81BBPU077413","Gyeonggi Province, Корея","korea","49.04 million won","https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_001.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_002.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_003.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_004.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_005.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_006.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_007.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_008.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_009.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_010.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_015.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_016.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_017.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_018.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_019.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_020.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_021.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_022.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_023.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture07/pic4147/41478937_024.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347"
"1770615718-5","https://avtokorea.by/search/","","https://avtokorea.by/avto/encar41480155/","Avante Md M16 Gdi Premier ENCAR41480155																		
																	
																
																
																	

																		
																			
																		
																	
																
																																
																	
																		
																			
																				
																					2010","(≈ 10468.65 BYN)","V","4500000","Бензин","1.6","Автоматическая","2010","Hyundai","Avante","3455$","160000 километров","Автомобиль","1.6","ENCAR41480155","chief mourner, Корея","","","https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_001.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_002.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_003.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_004.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_005.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_006.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_007.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_008.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_009.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_010.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_015.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_016.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_017.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_018.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347
https://ci.encar.com/carpicture/carpicture08/pic4148/41480155_019.jpg?impolicy=heightRate&rh=1200&cw=2000&ch=1200&cg=Center&wtmk=http://ci.encar.com/wt_mark/w_mark_04.png&wtmkg=SouthEast&wtmkw=1&wtmkh=1&t=20240604163347"
